id,designation,short,names,aliases,tags,type,type_label,code,constellation,ra_deg,dec_deg,major_arcmin,minor_arcmin,v_mag,sb,sb_basis,messier,caldwell,plannable,why_not,source
ngc5838,NGC 5838,NGC 5838,,pgc53862|ugc9692,,galaxy,Elliptical galaxy,G,Virgo,226.35942,2.09933,3.86,1.29,10.81,22.41,leda,,,1,,NGC5838
ngc5844,NGC 5844,NGC 5844,,eso99-1,,planetary-nebula,Planetary nebula,PN,Triangulum Australe,227.67062,-64.67367,0.88,,12.40,20.75,derived,,,1,,NGC5844
ngc5846,NGC 5846,NGC 5846,,pgc53932|ugc9706,,galaxy,Elliptical galaxy,G,Virgo,226.62200,1.60561,4.27,4.05,10.18,22.20,leda,,,1,,NGC5846
ngc5846a,NGC 5846A,NGC 5846A,,pgc53930,,galaxy,Elliptical galaxy,G,Virgo,226.62167,1.59486,3.16,2.22,11.70,23.13,leda,,,1,,NGC5846A
ngc5850,NGC 5850,NGC 5850,,pgc53979|ugc9715,,galaxy,Spiral galaxy,G,Virgo,226.78204,1.54425,3.35,2.37,11.00,22.11,leda,,,1,,NGC5850
ngc5854,NGC 5854,NGC 5854,,pgc54013|ugc9726,,galaxy,Lenticular galaxy,G,Virgo,226.94875,2.56864,3.02,0.71,11.80,22.82,leda,,,1,,NGC5854
ngc5861,NGC 5861,NGC 5861,,pgc54097,,galaxy,Spiral galaxy,G,Libra,227.31704,-11.32167,2.78,1.11,11.69,21.91,leda,,,1,,NGC5861
ngc5864,NGC 5864,NGC 5864,,pgc54111|ugc9740,,galaxy,Lenticular galaxy,G,Virgo,227.38983,3.05275,2.49,0.77,11.82,22.47,leda,,,1,,NGC5864
ngc5866,NGC 5866,NGC 5866,Spindle Galaxy,pgc53933|ugc9723|m102,,galaxy,Lenticular galaxy,G,Draco,226.62292,55.76322,6.31,2.72,9.89,22.55,leda,,,1,,NGC5866
ngc5878,NGC 5878,NGC 5878,,pgc54364|ugca403,,galaxy,Spiral galaxy,G,Libra,228.44046,-14.26983,3.27,1.21,11.67,22.28,leda,,,1,,NGC5878
ngc5879,NGC 5879,NGC 5879,,pgc54117|ugc9753,,galaxy,Spiral galaxy,G,Draco,227.44471,57.00019,3.79,1.42,11.47,22.38,leda,,,1,,NGC5879
ngc5885,NGC 5885,NGC 5885,,pgc54429,,galaxy,Spiral galaxy,G,Libra,228.76733,-10.08600,3.07,2.59,11.70,22.73,leda,,,1,,NGC5885
ngc5897,NGC 5897,NGC 5897,,mwsc2285,,globular-cluster,Globular cluster,GCl,Libra,229.35167,-21.01011,9.90,,8.52,22.13,derived,,,1,,NGC5897
ngc5898,NGC 5898,NGC 5898,,eso514-2|pgc54625|ugca404,,galaxy,Elliptical galaxy,G,Libra,229.55650,-24.09794,2.66,2.37,11.38,22.37,leda,,,1,,NGC5898
ngc5899,NGC 5899,NGC 5899,,pgc54428|ugc9789,,galaxy,Spiral galaxy,G,Boötes,228.76342,42.04983,2.10,0.85,11.99,21.59,leda,,,1,,NGC5899
ngc5903,NGC 5903,NGC 5903,,eso514-4|pgc54646|ugca405,,galaxy,Elliptical galaxy,G,Libra,229.65221,-24.06858,3.00,2.23,11.27,22.51,leda,,,1,,NGC5903
ngc5907,NGC 5907 · NGC 5906,NGC 5907,Splinter Galaxy,ngc5906|pgc54470|ugc9801,,galaxy,Spiral galaxy,G,Draco,228.97404,56.32878,11.30,1.75,10.37,22.90,leda,,,1,,NGC5907
ngc5908,NGC 5908,NGC 5908,,pgc54522|ugc9805,,galaxy,Spiral galaxy,G,Draco,229.18008,55.40925,3.37,1.61,11.89,22.76,leda,,,1,,NGC5908
ngc5921,NGC 5921,NGC 5921,,pgc54849|ugc9824,,galaxy,Spiral galaxy,G,Serpens,230.48567,5.07053,3.02,2.03,11.02,21.85,leda,,,1,,NGC5921
ngc5925,NGC 5925,NGC 5925,,mwsc2293,,open-cluster,Open cluster,OCl,Norma,231.86175,-54.52878,4.80,,8.40,20.43,derived,,,1,,NGC5925
ngc5927,NGC 5927,NGC 5927,,mwsc2295,,globular-cluster,Globular cluster,GCl,Lupus,232.00179,-50.67278,6.60,,8.86,21.59,derived,,,1,,NGC5927
ngc5938,NGC 5938,NGC 5938,,eso99-7|pgc55582,,galaxy,Spiral galaxy,G,Triangulum Australe,234.10946,-66.85975,2.31,1.59,11.49,21.84,leda,,,1,,NGC5938
ngc5946,NGC 5946 · IC 4550,NGC 5946,,ic4550|mwsc2306,,globular-cluster,Globular cluster,GCl,Norma,233.86904,-50.65972,3.60,,10.72,22.13,derived,,,1,,NGC5946
ngc5962,NGC 5962,NGC 5962,,pgc55588|ugc9926,,galaxy,Spiral galaxy,G,Serpens,234.13200,16.60778,2.48,1.61,11.50,21.86,leda,,,1,,NGC5962
ngc5965,NGC 5965,NGC 5965,,pgc55459|ugc9914,,galaxy,Spiral galaxy,G,Draco,233.51025,56.68561,5.08,0.78,11.78,22.86,leda,,,1,,NGC5965
ngc5970,NGC 5970,NGC 5970,,pgc55665|ugc9943,,galaxy,Spiral galaxy,G,Serpens,234.62487,12.18661,2.77,1.91,11.61,22.25,leda,,,1,,NGC5970
ngc5982,NGC 5982,NGC 5982,,pgc55674|ugc9961,,galaxy,Elliptical galaxy,G,Draco,234.66596,59.35583,3.07,2.00,11.07,22.35,leda,,,1,,NGC5982
ngc5985,NGC 5985,NGC 5985,,pgc55725|ugc9969,,galaxy,Spiral galaxy,G,Draco,234.90454,59.33194,3.98,2.01,11.20,22.45,leda,,,1,,NGC5985
ngc5986,NGC 5986,NGC 5986,,eso329-18|mwsc2317,,globular-cluster,Globular cluster,GCl,Lupus,236.51433,-37.78614,5.40,,6.92,19.21,derived,,,1,,NGC5986
ngc5987,NGC 5987,NGC 5987,,pgc55740|ugc9971,,galaxy,Spiral galaxy,G,Draco,234.98904,58.07953,3.84,1.32,11.72,22.66,leda,,,1,,NGC5987
ngc5999,NGC 5999,NGC 5999,,mwsc2326,,open-cluster,Open cluster,OCl,Norma,238.03596,-56.47281,3.30,,9.00,20.22,derived,,,1,,NGC5999
ngc6015,NGC 6015,NGC 6015,,pgc56219|ugc10075,,galaxy,Spiral galaxy,G,Draco,237.85512,62.31003,5.81,2.57,11.17,23.04,leda,,,1,,NGC6015
ngc6025,NGC 6025 · C 95,NGC 6025,,c95|mwsc2347,,open-cluster,Open cluster,OCl,Triangulum Australe,240.82413,-60.43136,11.40,,5.10,19.01,derived,,95,1,,NGC6025
ngc6026,NGC 6026,NGC 6026,,eso389-7,,planetary-nebula,Planetary nebula,PN,Lupus,240.33713,-34.54422,0.67,,12.90,20.66,derived,,,1,,NGC6026
ngc6031,NGC 6031,NGC 6031,,mwsc2352,,open-cluster,Open cluster,OCl,Norma,241.89742,-54.01494,4.80,,8.50,20.53,derived,,,1,,NGC6031
ngc6058,NGC 6058,NGC 6058,,,,planetary-nebula,Planetary nebula,PN,Hercules,241.11058,40.68306,0.38,,12.90,19.43,derived,,,1,,NGC6058
ngc6067,NGC 6067,NGC 6067,,mwsc2370,,open-cluster,Open cluster,OCl,Norma,243.29604,-54.21894,8.10,,5.60,18.77,derived,,,1,,NGC6067
ngc6070,NGC 6070,NGC 6070,,pgc57345|ugc10230,,galaxy,Spiral galaxy,G,Serpens,242.49454,0.70931,3.49,1.84,11.75,22.66,leda,,,1,,NGC6070
ngc6072,NGC 6072,NGC 6072,,eso389-15,,planetary-nebula,Planetary nebula,PN,Scorpius,243.24250,-36.23000,1.17,,11.70,20.67,derived,,,1,,NGC6072
ngc6087,NGC 6087 · C 89,NGC 6087,S Normae Cluster,c89|mwsc2382,,open-cluster,Open cluster,OCl,Norma,244.71075,-57.93458,10.20,,5.40,19.07,derived,,89,1,,NGC6087
ngc6101,NGC 6101 · C 107,NGC 6101,,c107|mwsc2404,,globular-cluster,Globular cluster,GCl,Apus,246.45238,-72.20156,4.50,,10.08,21.97,derived,,107,1,,NGC6101
ngc6118,NGC 6118,NGC 6118,,pgc57924|ugc10350,,galaxy,Spiral galaxy,G,Serpens,245.45258,-2.28344,4.45,1.78,11.71,22.92,leda,,,1,,NGC6118
ngc6124,NGC 6124 · C 75,NGC 6124,,c75|mwsc2403,,open-cluster,Open cluster,OCl,Scorpius,246.33358,-40.65369,13.50,,5.80,20.08,derived,,75,1,,NGC6124
ngc6134,NGC 6134,NGC 6134,,mwsc2412,,open-cluster,Open cluster,OCl,Norma,246.94375,-49.15117,6.90,,7.20,20.02,derived,,,1,,NGC6134
ngc6139,NGC 6139,NGC 6139,,mwsc2411,,globular-cluster,Globular cluster,GCl,Scorpius,246.91879,-38.84975,4.50,,9.68,21.57,derived,,,1,,NGC6139
ngc6140,NGC 6140,NGC 6140,,pgc57886|ugc10359,,galaxy,Spiral galaxy,G,Draco,245.24233,65.39056,2.09,1.78,11.66,21.87,leda,,,1,,NGC6140
ngc6144,NGC 6144,NGC 6144,,mwsc2409,,globular-cluster,Globular cluster,GCl,Scorpius,246.80892,-26.02472,5.40,,9.63,21.92,derived,,,1,,NGC6144
ngc6152,NGC 6152,NGC 6152,,mwsc2423,,open-cluster,Open cluster,OCl,Norma,248.19008,-52.64400,6.60,,8.10,20.83,derived,,,1,,NGC6152
ngc6153,NGC 6153,NGC 6153,,eso331-6,,planetary-nebula,Planetary nebula,PN,Scorpius,247.87767,-40.25344,0.40,,10.90,17.54,derived,,,1,,NGC6153
ngc6164,NGC 6164,NGC 6164,,eso226-13,,emission-nebula,Nebula,Neb,Norma,248.42433,-48.08006,1.41,0.60,,22.50,typical,,,1,,NGC6164
ngc6165,NGC 6165,NGC 6165,,,,emission-nebula,Nebula,Neb,Norma,248.51438,-48.15050,2.50,0.50,,22.50,typical,,,1,,NGC6165
ngc6166,NGC 6166,NGC 6166,,pgc58265|ugc10409,,galaxy,Elliptical galaxy,G,Hercules,247.16033,39.55156,2.14,1.54,11.91,22.41,leda,,,1,,NGC6166
ngc6167,NGC 6167,NGC 6167,,mwsc2425,,open-cluster,Open cluster,OCl,Norma,248.64575,-49.77189,7.20,,6.70,19.62,derived,,,1,,NGC6167
ngc6169,NGC 6169,NGC 6169,,mwsc2424,,open-cluster,Open cluster,OCl,Norma,248.51929,-44.04564,4.20,,6.60,18.34,derived,,,1,,NGC6169
ngc6178,NGC 6178,NGC 6178,,mwsc2428,,open-cluster,Open cluster,OCl,Scorpius,248.94687,-45.64375,6.90,,7.20,20.02,derived,,,1,,NGC6178
ngc6181,NGC 6181,NGC 6181,,pgc58470|ugc10439,,galaxy,Spiral galaxy,G,Hercules,248.08733,19.82656,2.39,0.99,11.82,21.73,leda,,,1,,NGC6181
ngc6188,NGC 6188,NGC 6188,Rim Nebula|Fighting Dragons of Ara,,,emission-nebula,Nebula,Neb,Ara,250.02433,-48.66228,20.00,12.00,,22.50,typical,,,1,,NGC6188
ngc6192,NGC 6192,NGC 6192,,mwsc2440,,open-cluster,Open cluster,OCl,Scorpius,250.09946,-43.36681,7.50,,8.50,21.50,derived,,,1,,NGC6192
ngc6193,NGC 6193 · C 82,NGC 6193,,c82|mwsc2444,,open-cluster,Open cluster,OCl,Ara,250.33429,-48.76253,8.10,,,20.00,typical,,82,1,,NGC6193
ngc6200,NGC 6200,NGC 6200,,mwsc2450,,open-cluster,Open cluster,OCl,Ara,251.03063,-47.46267,8.10,,7.40,20.57,derived,,,1,,NGC6200
ngc6204,NGC 6204,NGC 6204,,mwsc2457,,open-cluster,Open cluster,OCl,Ara,251.53958,-47.01697,4.50,,8.20,20.09,derived,,,1,,NGC6204
ngc6207,NGC 6207,NGC 6207,,pgc58827|ugc10521,,galaxy,Spiral galaxy,G,Hercules,250.76562,36.83242,3.46,1.61,11.29,22.09,leda,,,1,,NGC6207
ngc6208,NGC 6208,NGC 6208,,mwsc2470,,open-cluster,Open cluster,OCl,Ara,252.36746,-53.72833,8.40,,7.20,20.45,derived,,,1,,NGC6208
ngc6210,NGC 6210,NGC 6210,,,,planetary-nebula,Planetary nebula,PN,Hercules,251.12300,23.79983,0.50,,9.65,16.77,derived,,,1,,NGC6210
ngc6215,NGC 6215,NGC 6215,,eso137-46|pgc59112,,galaxy,Spiral galaxy,G,Ara,252.77838,-58.99347,2.64,2.34,11.16,21.91,leda,,,1,,NGC6215
ngc6217,NGC 6217,NGC 6217,,pgc58477|ugc10470,,galaxy,Spiral galaxy,G,Ursa Minor,248.16333,78.19817,2.24,1.63,11.31,21.55,leda,,,1,,NGC6217
ngc6221,NGC 6221,NGC 6221,,eso138-3|pgc59175,,galaxy,Spiral galaxy,G,Ara,253.19200,-59.21861,4.84,3.15,10.16,21.97,leda,,,1,,NGC6221
ngc6229,NGC 6229,NGC 6229,,mwsc2460,,globular-cluster,Globular cluster,GCl,Hercules,251.74525,47.52781,4.80,,9.86,21.89,derived,,,1,,NGC6229
ngc6231,NGC 6231 · C 76,NGC 6231,,c76|mwsc2481,,open-cluster,Open cluster,OCl,Scorpius,253.54550,-41.82425,13.80,,,20.00,typical,,76,1,,NGC6231
ngc6235,NGC 6235,NGC 6235,,mwsc2479,,globular-cluster,Globular cluster,GCl,Ophiuchus,253.35567,-22.17744,4.20,,7.20,18.94,derived,,,1,,NGC6235
ngc6242,NGC 6242,NGC 6242,,mwsc2488,,open-cluster,Open cluster,OCl,Scorpius,253.88933,-39.46094,6.60,,6.40,19.13,derived,,,1,,NGC6242
ngc6249,NGC 6249,NGC 6249,,mwsc2499,,open-cluster,Open cluster,OCl,Scorpius,254.42292,-44.81189,7.60,,8.20,21.23,derived,,,1,,NGC6249
ngc6250,NGC 6250,NGC 6250,,mwsc2500,,cluster-nebula,Cluster with nebula,Cl+N,Ara,254.48362,-45.93664,9.60,,,22.50,typical,,,1,,NGC6250
ngc6259,NGC 6259 · NGC 6222,NGC 6259,,ngc6222|mwsc2511,,open-cluster,Open cluster,OCl,Scorpius,255.18917,-44.65497,6.00,,8.00,20.52,derived,,,1,,NGC6259
ngc6281,NGC 6281,NGC 6281,,mwsc2530,,open-cluster,Open cluster,OCl,Scorpius,256.17208,-37.98522,10.20,,5.40,19.07,derived,,,1,,NGC6281
ngc6284,NGC 6284,NGC 6284,,mwsc2528,,globular-cluster,Globular cluster,GCl,Ophiuchus,256.11979,-24.76433,6.60,,7.43,20.16,derived,,,1,,NGC6284
ngc6287,NGC 6287,NGC 6287,,mwsc2533,,globular-cluster,Globular cluster,GCl,Ophiuchus,256.28892,-22.70800,5.40,,10.30,22.59,derived,,,1,,NGC6287
ngc6293,NGC 6293,NGC 6293,,mwsc2539,,globular-cluster,Globular cluster,GCl,Ophiuchus,257.54338,-26.58175,4.50,,9.02,20.91,derived,,,1,,NGC6293
ngc6300,NGC 6300,NGC 6300,,eso101-25|pgc60001,,galaxy,Spiral galaxy,G,Ara,259.24779,-62.82056,5.33,3.37,10.27,22.31,leda,,,1,,NGC6300
ngc6302,NGC 6302 · C 69,NGC 6302,Bug Nebula|Butterfly Nebula,c69|eso392-5,,planetary-nebula,Planetary nebula,PN,Scorpius,258.43596,-37.10314,0.74,,9.60,17.57,derived,,69,1,,NGC6302
ngc6304,NGC 6304,NGC 6304,,eso454-2|mwsc2550,,globular-cluster,Globular cluster,GCl,Ophiuchus,258.63546,-29.46228,3.60,,9.03,20.44,derived,,,1,,NGC6304
ngc6309,NGC 6309,NGC 6309,Box Nebula,,,planetary-nebula,Planetary nebula,PN,Ophiuchus,258.51792,-12.91056,0.26,,11.50,17.20,derived,,,1,,NGC6309
ngc6316,NGC 6316,NGC 6316,,mwsc2554,,globular-cluster,Globular cluster,GCl,Ophiuchus,259.15587,-28.14003,4.80,,9.03,21.06,derived,,,1,,NGC6316
ngc6322,NGC 6322,NGC 6322,,mwsc2562,,open-cluster,Open cluster,OCl,Scorpius,259.60746,-42.93403,6.30,,6.00,18.63,derived,,,1,,NGC6322
ngc6325,NGC 6325,NGC 6325,,eso519-11|mwsc2560,,globular-cluster,Globular cluster,GCl,Ophiuchus,259.49696,-23.76603,4.02,,10.77,22.42,derived,,,1,,NGC6325
ngc6334,NGC 6334 · Sh2-8,NGC 6334,Cat's Paw Nebula,mwsc2577|sh2-8,,emission-nebula,HII region,HII,Scorpius,260.20708,-36.10272,35.00,20.00,,22.50,typical,,,1,,NGC6334
ngc6337,NGC 6337,NGC 6337,,eso333-5,,planetary-nebula,Planetary nebula,PN,Scorpius,260.56504,-38.48372,0.85,,12.30,20.58,derived,,,1,,NGC6337
ngc6340,NGC 6340,NGC 6340,,pgc59742|ugc10762,,galaxy,Lenticular galaxy,G,Draco,257.60354,72.30444,3.04,2.88,11.11,22.24,leda,,,1,,NGC6340
ngc6342,NGC 6342,NGC 6342,,mwsc2580,,globular-cluster,Globular cluster,GCl,Ophiuchus,260.29225,-19.58742,6.60,,10.01,22.74,derived,,,1,,NGC6342
ngc6352,NGC 6352 · C 81,NGC 6352,,c81|mwsc2592,,globular-cluster,Globular cluster,GCl,Ara,261.37150,-48.42269,7.20,,8.87,21.79,derived,,81,1,,NGC6352
ngc6356,NGC 6356,NGC 6356,,mwsc2585,,globular-cluster,Globular cluster,GCl,Ophiuchus,260.89579,-17.81303,5.40,,7.42,19.71,derived,,,1,,NGC6356
ngc6357,NGC 6357 · Sh2-11,NGC 6357,War and Peace Nebula,mwsc2588|sh2-11,,cluster-nebula,Cluster with nebula,Cl+N,Scorpius,261.18154,-34.20133,25.00,25.00,,22.50,typical,,,1,,NGC6357
ngc6362,NGC 6362,NGC 6362,,mwsc2619,,globular-cluster,Globular cluster,GCl,Ara,262.97850,-67.04786,8.40,,8.86,22.11,derived,,,1,,NGC6362
ngc6369,NGC 6369,NGC 6369,Little Ghost Nebula,eso520-3,,planetary-nebula,Planetary nebula,PN,Ophiuchus,262.33542,-23.75944,0.63,,11.40,19.03,derived,,,1,,NGC6369
ngc6374,NGC 6374 · NGC 6383,NGC 6374,,ngc6383|mwsc2631,,open-cluster,Open cluster,OCl,Scorpius,263.67725,-32.58136,6.90,,5.50,18.32,derived,,,1,,NGC6374
ngc6384,NGC 6384,NGC 6384,,pgc60459|ugc10891,,galaxy,Spiral galaxy,G,Ophiuchus,263.10125,7.06028,2.45,1.11,10.63,20.73,leda,,,1,,NGC6384
ngc6388,NGC 6388,NGC 6388,,mwsc2638,,globular-cluster,Globular cluster,GCl,Scorpius,264.07263,-44.73561,8.40,,6.68,19.93,derived,,,1,,NGC6388
ngc6396,NGC 6396,NGC 6396,,mwsc2644,,open-cluster,Open cluster,OCl,Scorpius,264.40142,-35.02586,3.30,,8.50,19.72,derived,,,1,,NGC6396
ngc6397,NGC 6397 · C 86,NGC 6397,,c86|mwsc2662,,globular-cluster,Globular cluster,GCl,Ara,265.17233,-53.67369,15.30,,5.17,19.72,derived,,86,1,,NGC6397
ngc6400,NGC 6400,NGC 6400,,mwsc2660,,open-cluster,Open cluster,OCl,Scorpius,265.05333,-36.94772,6.00,,8.80,21.32,derived,,,1,,NGC6400
ngc6401,NGC 6401,NGC 6401,,eso520-11|mwsc2653,,globular-cluster,Globular cluster,GCl,Ophiuchus,264.65387,-23.90878,4.50,,10.71,22.60,derived,,,1,,NGC6401
ngc6412,NGC 6412,NGC 6412,,pgc60393|ugc10897,,galaxy,Spiral galaxy,G,Draco,262.40629,75.70442,2.13,1.84,11.83,22.08,leda,,,1,,NGC6412
ngc6425,NGC 6425,NGC 6425,,mwsc2691,,open-cluster,Open cluster,OCl,Scorpius,266.75700,-31.52939,4.80,,7.20,19.23,derived,,,1,,NGC6425
ngc6440,NGC 6440,NGC 6440,,mwsc2701,,globular-cluster,Globular cluster,GCl,Sagittarius,267.21946,-20.35958,5.10,,10.10,22.27,derived,,,1,,NGC6440
ngc6441,NGC 6441,NGC 6441,,mwsc2713,,globular-cluster,Globular cluster,GCl,Scorpius,267.55350,-37.05108,4.80,,8.00,20.03,derived,,,1,,NGC6441
ngc6445,NGC 6445,NGC 6445,Little Gem,eso589-9,,planetary-nebula,Planetary nebula,PN,Sagittarius,267.31275,-20.00950,0.55,,11.20,18.53,derived,,,1,,NGC6445
ngc6451,NGC 6451,NGC 6451,,mwsc2718,,open-cluster,Open cluster,OCl,Scorpius,267.66933,-30.21161,7.20,,8.20,21.12,derived,,,1,,NGC6451
ngc6453,NGC 6453,NGC 6453,,mwsc2722,,globular-cluster,Globular cluster,GCl,Scorpius,267.71546,-34.59989,5.40,,9.77,22.06,derived,,,1,,NGC6453
ngc6469,NGC 6469,NGC 6469,,mwsc2735,,open-cluster,Open cluster,OCl,Sagittarius,268.30054,-22.27511,9.00,,8.20,21.60,derived,,,1,,NGC6469
ngc6482,NGC 6482,NGC 6482,,pgc61009|ugc11009,,galaxy,Elliptical galaxy,G,Hercules,267.95337,23.07194,2.03,1.71,11.33,21.74,leda,,,1,,NGC6482
ngc6492,NGC 6492,NGC 6492,,eso102-22|pgc61315,,galaxy,Spiral galaxy,G,Pavo,270.70146,-66.43064,2.38,1.38,11.94,22.14,leda,,,1,,NGC6492
ngc6496,NGC 6496,NGC 6496,,mwsc2764,,globular-cluster,Globular cluster,GCl,Scorpius,269.76542,-44.26631,4.62,,9.24,21.19,derived,,,1,,NGC6496
ngc6503,NGC 6503,NGC 6503,,pgc60921|ugc11012,,galaxy,Spiral galaxy,G,Draco,267.36012,70.14436,5.94,1.98,10.12,21.81,leda,,,1,,NGC6503
ngc6517,NGC 6517,NGC 6517,,mwsc2780,,globular-cluster,Globular cluster,GCl,Ophiuchus,270.45996,-8.95950,4.80,,10.36,22.39,derived,,,1,,NGC6517
ngc6520,NGC 6520,NGC 6520,,mwsc2790,,open-cluster,Open cluster,OCl,Sagittarius,270.85058,-27.88611,5.40,,7.60,19.89,derived,,,1,,NGC6520
ngc6522,NGC 6522,NGC 6522,,mwsc2792,,globular-cluster,Globular cluster,GCl,Sagittarius,270.89196,-30.03397,3.90,,9.48,21.06,derived,,,1,,NGC6522
ngc6526,NGC 6526,NGC 6526,,,,emission-nebula,Nebula,Neb,Sagittarius,271.02562,-24.44189,40.00,40.00,,22.50,typical,,,1,,NGC6526
ngc6528,NGC 6528,NGC 6528,,eso456-48|mwsc2800,,globular-cluster,Globular cluster,GCl,Sagittarius,271.20671,-30.05578,3.60,,10.65,22.06,derived,,,1,,NGC6528
ngc6530,NGC 6530,NGC 6530,,mwsc2798,,cluster-nebula,Cluster with nebula,Cl+N,Sagittarius,271.12929,-24.35806,6.00,,,22.50,typical,,,1,,NGC6530
ngc6535,NGC 6535,NGC 6535,,mwsc2795,,globular-cluster,Globular cluster,GCl,Serpens,270.96121,-0.29692,3.60,,9.85,21.26,derived,,,1,,NGC6535
ngc6541,NGC 6541 · C 78,NGC 6541,,c78|mwsc2813,,globular-cluster,Globular cluster,GCl,Corona Australis,272.00971,-43.71589,7.50,,7.32,20.32,derived,,78,1,,NGC6541
ngc6543,NGC 6543 · C 6,NGC 6543,Cat's Eye Nebula,c6,,planetary-nebula,Planetary nebula,PN,Draco,269.63912,66.63319,0.90,,9.01,17.41,derived,,6,1,,NGC6543
ngc6544,NGC 6544,NGC 6544,,mwsc2810,,globular-cluster,Globular cluster,GCl,Sagittarius,271.83333,-24.99836,6.00,,9.90,22.42,derived,,,1,,NGC6544
ngc6546,NGC 6546,NGC 6546,,mwsc2812,,open-cluster,Open cluster,OCl,Sagittarius,271.84396,-23.29622,6.90,,8.00,20.82,derived,,,1,,NGC6546
ngc6548,NGC 6548,NGC 6548,,pgc61404|ugc11115,,galaxy,Lenticular galaxy,G,Hercules,271.49683,18.58725,2.65,2.37,11.73,22.59,leda,,,1,,NGC6548
ngc6553,NGC 6553,NGC 6553,,mwsc2824,,globular-cluster,Globular cluster,GCl,Sagittarius,272.32283,-25.90786,5.40,,8.36,20.65,derived,,,1,,NGC6553
ngc6559,NGC 6559 · Sh2-29,NGC 6559,,eso521-40|lbn28|sh2-29,,emission-nebula,Nebula,Neb,Sagittarius,272.48687,-24.10639,15.00,10.00,,22.50,typical,,,1,,NGC6559
ngc6563,NGC 6563,NGC 6563,,eso394-33,,planetary-nebula,Planetary nebula,PN,Sagittarius,273.01042,-33.86833,0.79,,11.00,19.12,derived,,,1,,NGC6563
ngc6568,NGC 6568,NGC 6568,,mwsc2841,,open-cluster,Open cluster,OCl,Sagittarius,273.18437,-21.62803,7.80,,8.60,21.69,derived,,,1,,NGC6568
ngc6569,NGC 6569,NGC 6569,,eso456-77|mwsc2844,,globular-cluster,Globular cluster,GCl,Sagittarius,273.41112,-31.82767,4.50,,9.47,21.36,derived,,,1,,NGC6569
ngc6572,NGC 6572,NGC 6572,,,,planetary-nebula,Planetary nebula,PN,Ophiuchus,273.02587,6.85372,0.18,,8.10,13.00,derived,,,1,,NGC6572
ngc6584,NGC 6584,NGC 6584,,mwsc2885,,globular-cluster,Globular cluster,GCl,Telescopium,274.65688,-52.21517,5.10,,8.17,20.34,derived,,,1,,NGC6584
ngc6589,NGC 6589 · IC 4690,NGC 6589,,ic4690|lbn43,,reflection-nebula,Reflection nebula,RfN,Sagittarius,274.23071,-19.77708,4.00,3.00,,22.50,typical,,,1,,NGC6589
ngc6590,NGC 6590 · NGC 6595 · IC 4700,NGC 6590,,ngc6595|ic4700|lbn46,,reflection-nebula,Reflection nebula,RfN,Sagittarius,274.27079,-19.86606,4.00,3.00,,22.50,typical,,,1,,NGC6590
ngc6604,NGC 6604,NGC 6604,,mwsc2878,,open-cluster,Open cluster,OCl,Serpens,274.51233,-12.24311,9.60,,6.50,20.04,derived,,,1,,NGC6604
ngc6605,NGC 6605,NGC 6605,,mwsc2882,,open-cluster,Open cluster,OCl,Serpens,274.09033,-15.01519,6.30,,6.00,18.63,derived,,,1,,NGC6605
ngc6625,NGC 6625,NGC 6625,,mwsc2903,,open-cluster,Open cluster,OCl,Scutum,275.69708,-11.95500,6.00,,9.00,21.52,derived,,,1,,NGC6625
ngc6629,NGC 6629,NGC 6629,,eso522-26,,planetary-nebula,Planetary nebula,PN,Sagittarius,276.42692,-23.20289,0.26,,11.30,17.00,derived,,,1,,NGC6629
ngc6633,NGC 6633,NGC 6633,,mwsc2917,,open-cluster,Open cluster,OCl,Ophiuchus,276.81346,6.50822,12.00,,4.60,18.62,derived,,,1,,NGC6633
ngc6638,NGC 6638,NGC 6638,,mwsc2933,,globular-cluster,Globular cluster,GCl,Sagittarius,277.73438,-25.49642,4.20,,9.68,21.42,derived,,,1,,NGC6638
ngc6642,NGC 6642,NGC 6642,,eso522-32|mwsc2941,,globular-cluster,Globular cluster,GCl,Sagittarius,277.97592,-23.47614,3.90,,10.24,21.82,derived,,,1,,NGC6642
ngc6643,NGC 6643,NGC 6643,,pgc61742|ugc11218,,galaxy,Spiral galaxy,G,Draco,274.94338,74.56836,3.32,1.63,11.11,21.86,leda,,,1,,NGC6643
ngc6645,NGC 6645,NGC 6645,,mwsc2946,,open-cluster,Open cluster,OCl,Sagittarius,278.15792,-16.88389,5.40,,8.50,20.79,derived,,,1,,NGC6645
ngc6647,NGC 6647,NGC 6647,,mwsc2939,,open-cluster,Open cluster,OCl,Sagittarius,278.20558,-17.22867,3.60,,8.00,19.41,derived,,,1,,NGC6647
ngc6649,NGC 6649,NGC 6649,,mwsc2949,,open-cluster,Open cluster,OCl,Scutum,278.36650,-10.40281,5.58,,8.90,21.26,derived,,,1,,NGC6649
ngc6652,NGC 6652,NGC 6652,,mwsc2960,,globular-cluster,Globular cluster,GCl,Sagittarius,278.94062,-32.99031,5.10,,9.75,21.92,derived,,,1,,NGC6652
ngc6654,NGC 6654,NGC 6654,,pgc61833|ugc11238,,galaxy,Lenticular galaxy,G,Draco,276.03154,73.18322,2.91,2.23,11.84,22.87,leda,,,1,,NGC6654
ngc6664,NGC 6664,NGC 6664,,mwsc2962,,open-cluster,Open cluster,OCl,Scutum,279.13896,-8.22075,6.00,,7.80,20.32,derived,,,1,,NGC6664
