id,designation,short,names,aliases,tags,type,type_label,code,constellation,ra_deg,dec_deg,major_arcmin,minor_arcmin,v_mag,sb,sb_basis,messier,caldwell,plannable,why_not,source
ngc4845,NGC 4845 · NGC 4910,NGC 4845,,ngc4910|pgc44392|ugc8078,,galaxy,Spiral galaxy,G,Virgo,194.50496,1.57583,5.50,1.20,10.97,22.53,leda,,,1,,NGC4845
ngc4852,NGC 4852,NGC 4852,,mwsc2078,,open-cluster,Open cluster,OCl,Centaurus,195.01829,-59.60944,5.40,,8.90,21.19,derived,,,1,,NGC4852
ngc4856,NGC 4856,NGC 4856,,pgc44582|ugca313,,galaxy,Lenticular galaxy,G,Virgo,194.83863,-15.04217,4.25,1.57,10.62,22.41,leda,,,1,,NGC4856
ngc4866,NGC 4866,NGC 4866,,pgc44600|ugc8102,,galaxy,Lenticular galaxy,G,Virgo,194.86308,14.17106,5.77,0.98,11.08,23.27,leda,,,1,,NGC4866
ngc4874,NGC 4874,NGC 4874,,pgc44628|ugc8103,,galaxy,Elliptical galaxy,G,Coma Berenices,194.89879,27.95928,2.29,1.98,11.83,22.49,leda,,,1,,NGC4874
ngc4880,NGC 4880,NGC 4880,,pgc44719|ugc8109,,galaxy,Lenticular galaxy,G,Virgo,195.04404,12.48331,2.63,1.97,11.76,22.57,leda,,,1,,NGC4880
ngc4889,NGC 4889 · NGC 4884 · C 35,NGC 4889,,ngc4884|c35|pgc44715|ugc8110,,galaxy,Elliptical galaxy,G,Coma Berenices,195.03387,27.97700,2.59,1.68,11.45,22.35,leda,,35,1,,NGC4889
ngc4900,NGC 4900,NGC 4900,,pgc44797|ugc8116,,galaxy,Spiral galaxy,G,Virgo,195.16296,2.50144,2.13,2.02,11.36,21.70,leda,,,1,,NGC4900
ngc4902,NGC 4902,NGC 4902,,pgc44847|ugca315,,galaxy,Spiral galaxy,G,Virgo,195.24887,-14.51364,2.63,2.37,11.26,22.03,leda,,,1,,NGC4902
ngc4914,NGC 4914,NGC 4914,,pgc44807|ugc8125,,galaxy,Elliptical galaxy,G,Canes Venatici,195.17896,37.31528,2.69,1.31,11.60,22.58,leda,,,1,,NGC4914
ngc4930,NGC 4930,NGC 4930,,eso323-74|pgc45155,,galaxy,Spiral galaxy,G,Centaurus,196.02196,-41.41158,3.54,2.84,11.43,22.79,leda,,,1,,NGC4930
ngc4933b,NGC 4933B · IC 4176,NGC 4933B,,ic4176|pgc45146,,galaxy,Lenticular galaxy,G,Virgo,195.98642,-11.49806,4.37,1.88,11.74,23.46,leda,,,1,,NGC4933B
ngc4936,NGC 4936,NGC 4936,,eso443-47|pgc45174,,galaxy,Elliptical galaxy,G,Centaurus,196.07037,-30.52625,2.85,2.43,11.00,22.17,leda,,,1,,NGC4936
ngc4939,NGC 4939,NGC 4939,,pgc45170,,galaxy,Spiral galaxy,G,Virgo,196.05996,-10.33961,5.71,2.30,11.32,23.14,leda,,,1,,NGC4939
ngc4941,NGC 4941,NGC 4941,,pgc45165|ugca321,,galaxy,Spiral galaxy,G,Virgo,196.05475,-5.55161,3.29,2.70,11.27,22.46,leda,,,1,,NGC4941
ngc4945,NGC 4945 · C 83,NGC 4945,,c83|eso219-24|pgc45279,,galaxy,Spiral galaxy,G,Centaurus,196.36450,-49.46822,23.33,4.03,8.71,22.83,leda,,83,1,,NGC4945
ngc4951,NGC 4951,NGC 4951,,pgc45246,,galaxy,Spiral galaxy,G,Virgo,196.28208,-6.49383,3.14,1.16,11.84,22.23,leda,,,1,,NGC4951
ngc4958,NGC 4958,NGC 4958,,pgc45313|ugca323,,galaxy,Lenticular galaxy,G,Virgo,196.45367,-8.02028,4.79,1.20,10.59,22.63,leda,,,1,,NGC4958
ngc4976,NGC 4976,NGC 4976,,eso219-29|pgc45562,,galaxy,Elliptical galaxy,G,Centaurus,197.15637,-49.50642,5.83,3.27,10.08,22.74,leda,,,1,,NGC4976
ngc4981,NGC 4981,NGC 4981,,pgc45574,,galaxy,Spiral galaxy,G,Virgo,197.20308,-6.77753,2.70,1.97,11.41,22.09,leda,,,1,,NGC4981
ngc4984,NGC 4984,NGC 4984,,pgc45585,,galaxy,Lenticular galaxy,G,Virgo,197.23846,-15.51631,3.37,2.50,11.01,22.37,leda,,,1,,NGC4984
ngc4995,NGC 4995,NGC 4995,,pgc45643|ugca329,,galaxy,Spiral galaxy,G,Virgo,197.41938,-7.83342,2.43,1.49,11.11,21.42,leda,,,1,,NGC4995
ngc5005,NGC 5005 · C 29,NGC 5005,,c29|pgc45749|ugc8256,,galaxy,Spiral galaxy,G,Canes Venatici,197.73429,37.05919,4.82,1.52,9.79,21.07,leda,,29,1,,NGC5005
ngc5011,NGC 5011,NGC 5011,,eso269-65|pgc45898,,galaxy,Elliptical galaxy,G,Centaurus,198.21608,-43.09622,2.92,2.43,11.38,22.58,leda,,,1,,NGC5011
ngc5012,NGC 5012,NGC 5012,,pgc45795|ugc8270,,galaxy,Spiral galaxy,G,Coma Berenices,197.90433,22.91550,2.64,1.44,11.83,22.18,leda,,,1,,NGC5012
ngc5018,NGC 5018,NGC 5018,,eso576-10|pgc45908|ugca335,,galaxy,Elliptical galaxy,G,Virgo,198.25429,-19.51819,3.49,2.17,10.85,22.41,leda,,,1,,NGC5018
ngc5026,NGC 5026,NGC 5026,,eso269-73|pgc46023,,galaxy,Spiral galaxy,G,Centaurus,198.55683,-42.96128,3.52,1.79,11.81,23.00,leda,,,1,,NGC5026
ngc5033,NGC 5033,NGC 5033,,pgc45948|ugc8307,,galaxy,Spiral galaxy,G,Canes Venatici,198.36446,36.59394,9.84,4.58,10.13,23.21,leda,,,1,,NGC5033
ngc5042,NGC 5042,NGC 5042,,eso508-31|pgc46126|ugca340,,galaxy,Spiral galaxy,G,Hydra,198.87925,-23.98406,4.15,2.20,11.78,23.12,leda,,,1,,NGC5042
ngc5044,NGC 5044,NGC 5044,,pgc46115|ugca341,,galaxy,Elliptical galaxy,G,Virgo,198.84987,-16.38553,3.66,3.17,10.78,22.47,leda,,,1,,NGC5044
ngc5053,NGC 5053,NGC 5053,,mwsc2101,,globular-cluster,Globular cluster,GCl,Coma Berenices,199.11246,17.69775,4.80,,9.96,21.99,derived,,,1,,NGC5053
ngc5054,NGC 5054,NGC 5054,,pgc46247|ugca344,,galaxy,Spiral galaxy,G,Virgo,199.24371,-16.63486,5.04,2.90,10.79,22.60,leda,,,1,,NGC5054
ngc5061,NGC 5061,NGC 5061,,eso508-38|pgc46330,,galaxy,Elliptical galaxy,G,Hydra,199.52113,-26.83722,3.75,3.05,10.31,22.04,leda,,,1,,NGC5061
ngc5068,NGC 5068,NGC 5068,,eso576-29|pgc46400|ugca345,,galaxy,Spiral galaxy,G,Virgo,199.72837,-21.03911,7.48,6.70,10.06,23.07,leda,,,1,,NGC5068
ngc5077,NGC 5077,NGC 5077,,pgc46456|ugca347,,galaxy,Elliptical galaxy,G,Virgo,199.88196,-12.65697,2.65,2.07,11.65,22.63,leda,,,1,,NGC5077
ngc5078,NGC 5078,NGC 5078,,eso508-48|pgc46490,,galaxy,Spiral galaxy,G,Hydra,199.95825,-27.41039,2.56,0.62,11.27,21.51,leda,,,1,,NGC5078
ngc5084,NGC 5084,NGC 5084,,eso576-33|pgc46525,,galaxy,Lenticular galaxy,G,Virgo,200.07050,-21.82758,9.93,2.46,10.49,24.11,leda,,,1,,NGC5084
ngc5087,NGC 5087,NGC 5087,,eso576-35|pgc46541|ugca350,,galaxy,Elliptical galaxy,G,Virgo,200.10400,-20.61100,2.99,2.52,11.13,22.26,leda,,,1,,NGC5087
ngc5090,NGC 5090,NGC 5090,,eso270-2|pgc46618,,galaxy,Elliptical galaxy,G,Centaurus,200.30342,-43.70456,3.51,2.76,11.62,23.20,leda,,,1,,NGC5090
ngc5101,NGC 5101,NGC 5101,,eso508-58|pgc46661|ugca351,,galaxy,Lenticular galaxy,G,Hydra,200.44267,-27.43053,5.90,5.52,10.46,23.04,leda,,,1,,NGC5101
ngc5102,NGC 5102,NGC 5102,,eso382-50|pgc46674,,galaxy,Elliptical galaxy,G,Centaurus,200.49004,-36.63025,9.71,3.71,9.88,23.49,leda,,,1,,NGC5102
ngc5121,NGC 5121,NGC 5121,,eso382-57|pgc46896,,galaxy,Spiral galaxy,G,Centaurus,201.19004,-37.68219,2.16,1.67,11.62,21.93,leda,,,1,,NGC5121
ngc5128,NGC 5128 · C 77,NGC 5128,Centaurus A,c77|eso270-9|pgc46957,,galaxy,Lenticular galaxy,G,Centaurus,201.36508,-43.01911,25.88,19.77,7.22,23.02,leda,,77,1,,NGC5128
ngc5134,NGC 5134,NGC 5134,,eso576-52|pgc46938,,galaxy,Spiral galaxy,G,Virgo,201.32729,-21.13417,2.70,1.53,11.77,22.27,leda,,,1,,NGC5134
ngc5138,NGC 5138,NGC 5138,,mwsc2121,,open-cluster,Open cluster,OCl,Centaurus,201.81337,-59.04094,4.20,,5.33,17.07,derived,,,1,,NGC5138
ngc5139,NGC 5139 · C 80,NGC 5139,Omega Centauri,c80|mwsc2120,,globular-cluster,Globular cluster,GCl,Centaurus,201.69121,-47.47686,27.00,,5.33,21.12,derived,,80,1,,NGC5139
ngc5140,NGC 5140,NGC 5140,,eso382-65|pgc47031,,galaxy,Elliptical galaxy,G,Centaurus,201.59054,-33.86847,2.36,1.98,11.90,22.51,leda,,,1,,NGC5140
ngc5153,NGC 5153,NGC 5153,,eso444-45|pgc47194,,galaxy,Elliptical galaxy,G,Hydra,201.97637,-29.61803,2.44,1.89,11.92,22.72,leda,,,1,,NGC5153
ngc5156,NGC 5156,NGC 5156,,eso220-13|pgc47283,,galaxy,Spiral galaxy,G,Centaurus,202.18371,-48.91681,2.54,2.08,11.86,22.47,leda,,,1,,NGC5156
ngc5161,NGC 5161,NGC 5161,,eso383-4|pgc47321|ugca359,,galaxy,Spiral galaxy,G,Centaurus,202.30796,-33.17383,5.36,1.62,11.52,22.92,leda,,,1,,NGC5161
ngc5170,NGC 5170,NGC 5170,,eso576-65|pgc47394|pgc47396|ugca360,,galaxy,Spiral galaxy,G,Virgo,202.45329,-17.96642,7.96,1.41,11.23,23.11,leda,,,1,,NGC5170
ngc5172,NGC 5172,NGC 5172,,pgc47330|ugc8477,,galaxy,Spiral galaxy,G,Coma Berenices,202.33046,17.05192,2.38,1.34,11.96,22.12,leda,,,1,,NGC5172
ngc5189,NGC 5189 · IC 4274,NGC 5189,,ic4274|eso96-16,,planetary-nebula,Planetary nebula,PN,Musca,203.38712,-65.97406,2.33,,9.50,19.97,derived,,,1,,NGC5189
ngc5193,NGC 5193,NGC 5193,,eso383-15|pgc47582,,galaxy,Elliptical galaxy,G,Centaurus,202.97304,-33.23422,2.07,1.89,11.73,22.18,leda,,,1,,NGC5193
ngc5195,NGC 5195,NGC 5195,,pgc47413|ugc8494,,galaxy,Spiral galaxy,G,Canes Venatici,202.49829,47.26614,5.50,4.36,9.58,21.92,leda,,,1,,NGC5195
ngc5198,NGC 5198,NGC 5198,,pgc47441|ugc8499,,galaxy,Elliptical galaxy,G,Canes Venatici,202.54750,46.67078,2.03,1.68,11.78,22.17,leda,,,1,,NGC5198
ngc5204,NGC 5204,NGC 5204,,pgc47368|ugc8490,,galaxy,Irregular galaxy,G,Ursa Major,202.40212,58.41872,4.50,2.82,11.32,22.92,leda,,,1,,NGC5204
ngc5206,NGC 5206,NGC 5206,,eso220-18|pgc47762,,galaxy,Elliptical galaxy,G,Centaurus,203.43325,-48.15117,4.26,2.81,10.98,22.82,leda,,,1,,NGC5206
ngc5247,NGC 5247,NGC 5247,,eso577-14|pgc48171|ugca368,,galaxy,Spiral galaxy,G,Virgo,204.51267,-17.88403,5.32,4.26,10.41,22.59,leda,,,1,,NGC5247
ngc5248,NGC 5248 · C 45,NGC 5248,,c45|pgc48130|ugc8616,,galaxy,Spiral galaxy,G,Boötes,204.38342,8.88517,4.07,2.38,9.97,21.34,leda,,45,1,,NGC5248
ngc5253,NGC 5253,NGC 5253,,eso445-4|pgc48334|ugca369,,galaxy,Irregular galaxy,G,Centaurus,204.98317,-31.64011,5.01,2.12,10.28,21.76,leda,,,1,,NGC5253
ngc5264,NGC 5264,NGC 5264,,eso445-12|pgc48467|ugca370,,galaxy,Irregular galaxy,G,Hydra,205.40283,-29.91308,2.97,2.20,11.98,22.81,leda,,,1,,NGC5264
ngc5266,NGC 5266,NGC 5266,,eso220-33|pgc48593,,galaxy,Lenticular galaxy,G,Centaurus,205.75879,-48.16942,2.92,2.09,11.12,22.21,leda,,,1,,NGC5266
ngc5281,NGC 5281,NGC 5281,,mwsc2161,,open-cluster,Open cluster,OCl,Centaurus,206.64646,-62.91653,6.90,,5.90,18.72,derived,,,1,,NGC5281
ngc5286,NGC 5286 · C 84,NGC 5286,,c84|mwsc2160,,globular-cluster,Globular cluster,GCl,Centaurus,206.61075,-51.37347,6.60,,8.31,21.04,derived,,84,1,,NGC5286
ngc5292,NGC 5292,NGC 5292,,eso445-31|pgc48909,,galaxy,Spiral galaxy,G,Centaurus,206.91696,-30.93953,2.29,1.33,11.92,22.11,leda,,,1,,NGC5292
ngc5297,NGC 5297,NGC 5297,,pgc48815|ugc8709,,galaxy,Spiral galaxy,G,Canes Venatici,206.59862,43.87233,3.72,0.91,11.76,22.23,leda,,,1,,NGC5297
ngc5308,NGC 5308,NGC 5308,,pgc48860|ugc8722,,galaxy,Lenticular galaxy,G,Ursa Major,206.75179,60.97317,4.33,0.57,11.32,21.34,derived,,,1,,NGC5308
ngc5316,NGC 5316,NGC 5316,,mwsc2175,,open-cluster,Open cluster,OCl,Centaurus,208.48842,-61.86911,9.90,,6.00,19.61,derived,,,1,,NGC5316
ngc5322,NGC 5322,NGC 5322,,pgc49044|ugc8745,,galaxy,Elliptical galaxy,G,Ursa Major,207.31363,60.19053,5.62,3.49,10.14,22.73,leda,,,1,,NGC5322
ngc5326,NGC 5326,NGC 5326,,pgc49157|ugc8764,,galaxy,Spiral galaxy,G,Canes Venatici,207.71125,39.57486,2.18,1.03,11.87,21.99,leda,,,1,,NGC5326
ngc5328,NGC 5328,NGC 5328,,eso445-67|pgc49307,,galaxy,Elliptical galaxy,G,Hydra,208.22213,-28.48939,3.07,1.71,11.71,22.98,leda,,,1,,NGC5328
ngc5333,NGC 5333,NGC 5333,,eso221-17|pgc49424,,galaxy,Lenticular galaxy,G,Centaurus,208.60092,-48.51253,2.18,1.09,11.89,22.29,leda,,,1,,NGC5333
ngc5350,NGC 5350,NGC 5350,,pgc49347|ugc8810,,galaxy,Spiral galaxy,G,Canes Venatici,208.34013,40.36394,2.69,1.66,11.47,21.99,leda,,,1,,NGC5350
ngc5353,NGC 5353,NGC 5353,,pgc49356|ugc8813,,galaxy,Lenticular galaxy,G,Canes Venatici,208.36121,40.28303,2.37,1.18,11.02,21.60,leda,,,1,,NGC5353
ngc5354,NGC 5354,NGC 5354,,pgc49354|ugc8814,,galaxy,Lenticular galaxy,G,Canes Venatici,208.36125,40.30275,3.03,1.15,11.38,22.46,leda,,,1,,NGC5354
ngc5363,NGC 5363,NGC 5363,,pgc49547|ugc8847,,galaxy,Lenticular galaxy,G,Virgo,209.03004,5.25478,4.17,2.75,10.21,21.93,leda,,,1,,NGC5363
ngc5364,NGC 5364 · NGC 5317,NGC 5364,,ngc5317|pgc49555|ugc8853,,galaxy,Spiral galaxy,G,Virgo,209.05000,5.01447,3.80,1.66,10.52,21.52,leda,,,1,,NGC5364
ngc5365,NGC 5365,NGC 5365,,eso271-8|pgc49673,,galaxy,Lenticular galaxy,G,Centaurus,209.46100,-43.93131,3.88,2.14,11.32,22.97,leda,,,1,,NGC5365
ngc5371,NGC 5371 · NGC 5390,NGC 5371,,ngc5390|pgc49514|ugc8846,,galaxy,Spiral galaxy,G,Canes Venatici,208.91642,40.46175,3.98,2.45,10.71,22.07,leda,,,1,,NGC5371
ngc5377,NGC 5377,NGC 5377,,pgc49563|ugc8863,,galaxy,Spiral galaxy,G,Canes Venatici,209.06946,47.23569,3.64,1.42,11.27,22.39,leda,,,1,,NGC5377
ngc5383,NGC 5383,NGC 5383,,pgc49618|ugc8875,,galaxy,Spiral galaxy,G,Canes Venatici,209.27071,41.84625,2.48,1.88,11.57,22.08,leda,,,1,,NGC5383
ngc5389,NGC 5389,NGC 5389,,pgc49548|ugc8866,,galaxy,Lenticular galaxy,G,Ursa Major,209.02638,59.74206,3.27,0.71,11.98,23.08,leda,,,1,,NGC5389
ngc5395,NGC 5395,NGC 5395,,pgc49747|ugc8900,,galaxy,Spiral galaxy,G,Canes Venatici,209.65825,37.42447,2.49,1.16,11.66,21.83,leda,,,1,,NGC5395
ngc5408,NGC 5408,NGC 5408,,eso325-46|eso325-47|pgc50073,,galaxy,Irregular galaxy,G,Centaurus,210.83712,-41.37769,2.84,1.53,11.64,22.10,leda,,,1,,NGC5408
ngc5419,NGC 5419,NGC 5419,,eso384-39|pgc50100,,galaxy,Elliptical galaxy,G,Centaurus,210.91138,-33.97825,3.98,2.95,10.77,22.63,leda,,,1,,NGC5419
ngc5422,NGC 5422,NGC 5422,,pgc49874|ugc8935,,galaxy,Lenticular galaxy,G,Ursa Major,210.17517,55.16447,2.81,0.59,11.80,22.66,leda,,,1,,NGC5422
ngc5427,NGC 5427,NGC 5427,,pgc50084|ugca381,,galaxy,Spiral galaxy,G,Virgo,210.85854,-6.03081,3.61,3.27,11.39,22.83,leda,,,1,,NGC5427
ngc5444,NGC 5444,NGC 5444,,pgc50080|ugc8974,,galaxy,Elliptical galaxy,G,Canes Venatici,210.85054,35.13211,2.48,1.94,11.86,22.69,leda,,,1,,NGC5444
ngc5448,NGC 5448,NGC 5448,,pgc50031|ugc8969,,galaxy,Spiral galaxy,G,Ursa Major,210.70846,49.17269,3.77,1.95,11.37,22.64,leda,,,1,,NGC5448
ngc5460,NGC 5460,NGC 5460,,mwsc2202,,open-cluster,Open cluster,OCl,Centaurus,211.86588,-48.34253,13.20,,5.60,19.83,derived,,,1,,NGC5460
ngc5466,NGC 5466,NGC 5466,,mwsc2198,,globular-cluster,Globular cluster,GCl,Boötes,211.36400,28.53450,6.60,,9.70,22.43,derived,,,1,,NGC5466
ngc5474,NGC 5474,NGC 5474,,pgc50216|ugc9013,,galaxy,Spiral galaxy,G,Ursa Major,211.25671,53.66222,2.39,1.57,11.01,21.28,leda,,,1,,NGC5474
ngc5483,NGC 5483,NGC 5483,,eso271-19|pgc50600,,galaxy,Spiral galaxy,G,Centaurus,212.60429,-43.32461,3.42,3.08,11.13,22.47,leda,,,1,,NGC5483
ngc5485,NGC 5485,NGC 5485,,pgc50369|ugc9033,,galaxy,Lenticular galaxy,G,Ursa Major,211.79729,55.00169,2.51,1.75,11.50,22.23,leda,,,1,,NGC5485
ngc5493,NGC 5493,NGC 5493,,pgc50670|ugca386,,galaxy,Lenticular galaxy,G,Virgo,212.87242,-5.04361,2.17,1.92,11.42,21.86,leda,,,1,,NGC5493
ngc5516,NGC 5516,NGC 5516,,eso221-34|pgc50960,,galaxy,Elliptical galaxy,G,Centaurus,213.97787,-48.11486,2.39,1.56,11.99,22.60,leda,,,1,,NGC5516
ngc5529,NGC 5529,NGC 5529,,pgc50942|ugc9127,,galaxy,Spiral galaxy,G,Boötes,213.89196,36.22658,5.79,0.68,11.91,22.83,leda,,,1,,NGC5529
ngc5530,NGC 5530,NGC 5530,,eso272-3|pgc51106,,galaxy,Spiral galaxy,G,Lupus,214.61312,-43.38858,4.86,2.18,11.19,22.73,leda,,,1,,NGC5530
ngc5532,NGC 5532,NGC 5532,,pgc51006,,galaxy,Lenticular galaxy,G,Boötes,214.22063,10.80739,2.34,1.94,11.94,22.54,leda,,,1,,NGC5532
ngc5533,NGC 5533,NGC 5533,,pgc50973|ugc9133,,galaxy,Spiral galaxy,G,Boötes,214.03225,35.34383,2.86,1.58,11.81,22.44,leda,,,1,,NGC5533
ngc5556,NGC 5556,NGC 5556,,eso446-50|pgc51245|ugca389,,galaxy,Spiral galaxy,G,Hydra,215.14204,-29.24178,3.45,2.75,11.82,23.05,leda,,,1,,NGC5556
ngc5557,NGC 5557,NGC 5557,,pgc51104|ugc9161,,galaxy,Elliptical galaxy,G,Boötes,214.60717,36.49356,2.28,1.12,11.02,21.63,leda,,,1,,NGC5557
ngc5566,NGC 5566,NGC 5566,,pgc51233|ugc9175,,galaxy,Spiral galaxy,G,Virgo,215.08288,3.93375,5.36,2.08,10.51,22.39,leda,,,1,,NGC5566
ngc5576,NGC 5576,NGC 5576,,pgc51275|ugc9183,,galaxy,Elliptical galaxy,G,Virgo,215.26533,3.27100,2.83,1.87,10.90,22.01,leda,,,1,,NGC5576
ngc5582,NGC 5582,NGC 5582,,pgc51251|ugc9188,,galaxy,Elliptical galaxy,G,Boötes,215.17967,39.69358,2.20,1.40,11.62,22.18,leda,,,1,,NGC5582
ngc5585,NGC 5585,NGC 5585,,pgc51210|ugc9179,,galaxy,Spiral galaxy,G,Ursa Major,214.95083,56.72906,4.27,2.62,11.02,22.49,leda,,,1,,NGC5585
ngc5606,NGC 5606,NGC 5606,,eso134-3|mwsc2218,,open-cluster,Open cluster,OCl,Centaurus,216.94700,-59.63225,3.60,,7.70,19.11,derived,,,1,,NGC5606
ngc5614,NGC 5614,NGC 5614,,pgc51439|ugc9226,,galaxy,Spiral galaxy,G,Boötes,216.03163,34.85886,2.43,2.00,11.71,22.26,leda,,,1,,NGC5614
ngc5617,NGC 5617,NGC 5617,,mwsc2223,,open-cluster,Open cluster,OCl,Centaurus,217.43362,-60.71083,5.10,,6.30,18.47,derived,,,1,,NGC5617
ngc5634,NGC 5634,NGC 5634,,mwsc2222,,globular-cluster,Globular cluster,GCl,Virgo,217.40533,-5.97642,4.50,,10.05,21.94,derived,,,1,,NGC5634
ngc5643,NGC 5643,NGC 5643,,eso272-16|pgc51969,,galaxy,Spiral galaxy,G,Lupus,218.16975,-44.17442,5.27,4.60,10.22,22.45,leda,,,1,,NGC5643
ngc5660,NGC 5660,NGC 5660,,pgc51795|ugc9325,,galaxy,Spiral galaxy,G,Boötes,217.45754,49.62267,2.64,2.43,11.91,22.68,leda,,,1,,NGC5660
ngc5662,NGC 5662,NGC 5662,,mwsc2234,,open-cluster,Open cluster,OCl,Centaurus,218.90658,-56.61808,8.10,,5.50,18.67,derived,,,1,,NGC5662
ngc5670,NGC 5670,NGC 5670,,eso272-19|pgc52161,,galaxy,Lenticular galaxy,G,Lupus,218.90013,-45.96697,2.59,1.18,11.96,22.72,leda,,,1,,NGC5670
ngc5676,NGC 5676,NGC 5676,,pgc51978|ugc9366,,galaxy,Spiral galaxy,G,Boötes,218.19521,49.45789,3.59,1.61,11.22,22.09,leda,,,1,,NGC5676
ngc5678,NGC 5678,NGC 5678,,pgc51932|ugc9358,,galaxy,Spiral galaxy,G,Draco,218.02337,57.92144,2.96,1.55,11.43,22.33,leda,,,1,,NGC5678
ngc5687,NGC 5687,NGC 5687,,pgc52116|ugc9395,,galaxy,Elliptical galaxy,G,Boötes,218.71833,54.47586,2.41,1.37,11.74,22.36,leda,,,1,,NGC5687
ngc5688,NGC 5688,NGC 5688,,eso272-22|pgc52381,,galaxy,Spiral galaxy,G,Lupus,219.89646,-45.01900,4.13,1.91,11.81,22.99,leda,,,1,,NGC5688
ngc5689,NGC 5689,NGC 5689,,pgc52154|ugc9399,,galaxy,Lenticular galaxy,G,Boötes,218.87371,48.74164,3.66,0.91,11.80,22.94,leda,,,1,,NGC5689
ngc5690,NGC 5690,NGC 5690,,pgc52273|ugc9416,,galaxy,Spiral galaxy,G,Virgo,219.42113,2.29083,3.20,0.99,11.91,22.22,leda,,,1,,NGC5690
ngc5694,NGC 5694 · C 66,NGC 5694,,c66|mwsc2238,,globular-cluster,Globular cluster,GCl,Hydra,219.90212,-26.53833,3.30,,10.89,22.11,derived,,66,1,,NGC5694
ngc5701,NGC 5701,NGC 5701,,pgc52365|ugc9436,,galaxy,Lenticular galaxy,G,Virgo,219.79617,5.36347,2.00,1.60,11.20,21.40,leda,,,1,,NGC5701
ngc5713,NGC 5713 · NGC 5651,NGC 5713,,ngc5651|pgc52412|ugc9451,,galaxy,Spiral galaxy,G,Virgo,220.04796,-0.28897,2.47,1.70,10.87,21.28,leda,,,1,,NGC5713
ngc5728,NGC 5728,NGC 5728,,pgc52521,,galaxy,Spiral galaxy,G,Libra,220.59958,-17.25308,3.20,1.87,11.51,22.50,leda,,,1,,NGC5728
ngc5740,NGC 5740,NGC 5740,,pgc52641|ugc9493,,galaxy,Spiral galaxy,G,Virgo,221.10187,1.67978,2.70,1.34,11.90,22.30,leda,,,1,,NGC5740
ngc5746,NGC 5746,NGC 5746,,pgc52665|ugc9499,,galaxy,Spiral galaxy,G,Virgo,221.23300,1.95500,7.24,1.08,10.55,22.40,leda,,,1,,NGC5746
ngc5749,NGC 5749,NGC 5749,,mwsc2256,,open-cluster,Open cluster,OCl,Lupus,222.22475,-54.49769,7.20,,8.80,21.72,derived,,,1,,NGC5749
ngc5750,NGC 5750,NGC 5750,,pgc52735|ugc9512,,galaxy,Lenticular galaxy,G,Virgo,221.54633,-0.22294,2.65,1.37,11.69,22.34,leda,,,1,,NGC5750
ngc5775,NGC 5775,NGC 5775,,pgc53247|ugc9579,,galaxy,Spiral galaxy,G,Virgo,223.49000,3.54444,3.70,0.85,11.43,21.82,leda,,,1,,NGC5775
ngc5786,NGC 5786,NGC 5786,,eso327-37|pgc53527,,galaxy,Spiral galaxy,G,Centaurus,224.73442,-42.01336,2.40,1.32,11.89,22.18,derived,,,1,,NGC5786
ngc5791,NGC 5791,NGC 5791,,eso581-7|pgc53516,,galaxy,Elliptical galaxy,G,Libra,224.69258,-19.26686,2.71,1.43,11.85,22.84,leda,,,1,,NGC5791
ngc5792,NGC 5792,NGC 5792,,pgc53499|ugc9631,,galaxy,Spiral galaxy,G,Libra,224.59463,-1.09108,3.55,1.38,11.26,22.09,leda,,,1,,NGC5792
ngc5796,NGC 5796,NGC 5796,,pgc53549,,galaxy,Elliptical galaxy,G,Libra,224.85046,-16.62386,2.65,2.18,11.58,22.56,leda,,,1,,NGC5796
ngc5806,NGC 5806,NGC 5806,,pgc53578|ugc9645,,galaxy,Spiral galaxy,G,Virgo,225.00167,1.89131,3.03,1.63,11.65,22.35,leda,,,1,,NGC5806
ngc5812,NGC 5812,NGC 5812,,pgc53630|ugca398,,galaxy,Elliptical galaxy,G,Libra,225.23208,-7.45736,2.66,2.29,11.23,22.22,leda,,,1,,NGC5812
ngc5813,NGC 5813,NGC 5813,,pgc53643|ugc9655,,galaxy,Elliptical galaxy,G,Virgo,225.29679,1.70197,4.13,2.70,10.53,22.46,leda,,,1,,NGC5813
ngc5822,NGC 5822,NGC 5822,,mwsc2269,,open-cluster,Open cluster,OCl,Lupus,226.08854,-54.39642,18.00,,6.50,21.40,derived,,,1,,NGC5822
ngc5823,NGC 5823 · C 88,NGC 5823,,c88|mwsc2273,,open-cluster,Open cluster,OCl,Circinus,226.37763,-55.60375,3.90,,7.90,19.48,derived,,88,1,,NGC5823
ngc5824,NGC 5824 · NGC 5834,NGC 5824,,mwsc2267|ngc5834,,globular-cluster,Globular cluster,GCl,Lupus,225.99433,-33.06814,5.10,,9.56,21.73,derived,,,1,,NGC5824
ngc5831,NGC 5831,NGC 5831,,pgc53770|ugc9678,,galaxy,Elliptical galaxy,G,Virgo,226.02917,1.21992,2.24,1.98,11.46,22.09,leda,,,1,,NGC5831
ngc5833,NGC 5833,NGC 5833,,eso42-3|pgc54250,,galaxy,Spiral galaxy,G,Apus,227.97354,-72.85942,3.10,0.98,11.93,22.24,leda,,,1,,NGC5833
